seed,train,test
131493,0.8204236714336077,0.6464870185800418
548219,0.8032599243109095,0.8366633366633367
412962,0.7912363544008617,0.673469387755102
976984,0.7913669064748199,0.6159420289855072
202578,0.8102024127824178,0.6420890937019968
215023,0.8324066021907749,0.5908927069566262
814265,0.8294123183620196,0.673469387755102
205916,0.7938805582040392,0.7008736311061893
346876,0.7985611510791367,0.6450793650793651
342547,0.8267956225719048,0.6454403460290761
250751,0.8310712652725769,0.556390977443609
299942,0.8108691013291061,0.7008736311061893
752782,0.8130464572441425,0.6336248785228378
402281,0.8059363970230867,0.6464870185800418
785371,0.848826325600624,0.673469387755102
835671,0.7870028996915097,0.6454403460290761
523700,0.8338380436484801,0.6733266733266733
390797,0.812695708095178,0.6450793650793651
101304,0.812695708095178,0.7277722277722277
432071,0.8058564542154321,0.7256728778467908
253826,0.812695708095178,0.5619047619047619
129638,0.7981230591334719,0.6655844155844154
929644,0.8553439719850853,0.6996825396825398
178753,0.7893821299389853,0.5857010704374257
659486,0.8202374576068816,0.6996825396825398
129442,0.7969462404759736,0.6961807849874455
864499,0.8163818100788878,0.6714285714285714
820127,0.798287685640961,0.7463556851311953
327105,0.8135382495774163,0.5009398496240601
976786,0.7687874294759962,0.46287593984962405
