seed,train,test
131493,0.8849997756472575,0.7213203463203464
548219,0.8482869094181774,0.5646258503401361
412962,0.9065913805799106,0.7142857142857144
976984,0.8994371666845627,0.7805383022774326
202578,0.86155328007064,0.4351073762838468
215023,0.8906999579505054,0.537713793527747
814265,0.8918493440541685,0.7008736311061893
205916,0.9423679101831316,0.6999879851015259
346876,0.9205312382666645,0.7278911564625852
342547,0.8771846409575723,0.6999879851015259
250751,0.9129769602039887,0.5870258773484579
299942,0.9281248597795358,0.6450793650793651
752782,0.8776213112005051,0.6409409277124357
402281,0.9203384252644208,0.7278911564625852
785371,0.8778752289543655,0.619047619047619
835671,0.9064162968003864,0.6961807849874455
523700,0.9203384252644208,0.6454403460290761
390797,0.9784037608000891,0.6454403460290761
101304,0.9065913805799106,0.7805383022774326
432071,0.8848920863309353,0.6409409277124357
253826,0.9351096064325011,0.6464870185800418
129638,0.8993748036913505,0.8066604995374653
929644,0.8845304150479365,0.6166666666666666
178753,0.9137944936703191,0.8354037267080745
659486,0.8978012991905325,0.6454403460290761
129442,0.906082372496967,0.7008736311061893
864499,0.86155328007064,0.673469387755102
820127,0.9209780893234131,0.6996825396825398
327105,0.870624747603165,0.577259475218659
976786,0.9065913805799106,0.8027210884353742
