seed,train,test
131493,0.9352112824002674,0.7714285714285714
548219,0.9064162968003864,0.6159420289855072
412962,0.9281248597795358,0.6961807849874455
976984,0.9497186280014103,0.6450793650793651
202578,0.8913705799060284,0.5908927069566262
215023,0.9352854847384773,0.6655844155844154
814265,0.9064162968003864,0.6464870185800418
205916,0.9567759326373488,0.6996825396825398
346876,0.9496664881299268,0.6450793650793651
342547,0.9064162968003864,0.777056277056277
250751,0.8994269092820388,0.5610766045548654
299942,0.8987407803895598,0.6714285714285714
752782,0.8756621909727487,0.537713793527747
402281,0.8774292565947241,0.782312925170068
785371,0.9281248597795358,0.6708074534161492
835671,0.9132063831910511,0.611842105263158
523700,0.9567759326373488,0.7277722277722277
390797,0.9424998878236287,0.6996825396825398
101304,0.9353324942476303,0.6454403460290761
432071,0.8848920863309353,0.6420890937019968
253826,0.9064162968003864,0.7142857142857144
129638,0.9209044813470278,0.6450793650793651
929644,0.9566031915955256,0.7277722277722277
178753,0.9209619374137705,0.6899902818270166
659486,0.8916335067272696,0.6188811188811189
129442,0.9280575539568345,0.7256728778467908
864499,0.9201104630803046,0.5870258773484579
820127,0.9137944936703191,0.777056277056277
327105,0.9497030510814903,0.556390977443609
976786,0.9353324942476303,0.673469387755102
