seed,train,test
131493,0.7654743984016895,0.5363450678841764
548219,0.8324066021907749,0.6166666666666666
412962,0.8032599243109095,0.6364806364806366
976984,0.7844408814290739,0.5610766045548654
202578,0.8193891778787828,0.5908927069566262
215023,0.8114500804419754,0.673469387755102
814265,0.7916914588629848,0.6188811188811189
205916,0.7266187050359713,0.6409409277124357
346876,0.8032599243109095,0.5363450678841764
342547,0.7361586982019005,0.4557823129251701
250751,0.7603313892409144,0.556390977443609
299942,0.7672235093281307,0.6166666666666666
752782,0.8224609922451648,0.6045751633986929
402281,0.7754991984724585,0.5805545805545804
785371,0.730694075717925,0.6045751633986929
835671,0.7912363544008617,0.6409409277124357
523700,0.779157740932899,0.7552602436323368
390797,0.7556996656196169,0.777056277056277
101304,0.756493623680114,0.6464870185800418
432071,0.7830159579776281,0.6454403460290761
253826,0.7754991984724585,0.6714285714285714
129638,0.790491446339388,0.6464870185800418
929644,0.7518031551770077,0.6166666666666666
178753,0.756493623680114,0.6454403460290761
659486,0.8184328706370563,0.7008736311061893
129442,0.8123619244528968,0.6450793650793651
864499,0.7947900986014783,0.5870258773484579
820127,0.8204236714336077,0.6464870185800418
327105,0.777301888093255,0.5904761904761904
976786,0.7685503551761366,0.6733266733266733
