seed,train,test
131493,0.9424998878236287,0.6733266733266733
548219,0.9209619374137705,0.8619003568124752
412962,0.9352112824002674,0.619047619047619
976984,0.869465440305983,0.5908927069566262
202578,0.9423679101831316,0.7008736311061893
215023,0.9209619374137705,0.8619003568124752
814265,0.9279598877289146,0.6714285714285714
205916,0.8992805755395683,0.673469387755102
346876,0.906082372496967,0.6733266733266733
342547,0.8922208237460508,0.6996825396825398
250751,0.9135518652746974,0.6464870185800418
299942,0.8989641131669444,0.6733266733266733
752782,0.9137944936703191,0.6899902818270166
402281,0.9424460431654677,0.7514206422624554
785371,0.9568345323741008,0.7542857142857142
835671,0.9424998878236287,0.6420890937019968
523700,0.9352112824002674,0.7256728778467908
390797,0.8203680395767511,0.6409409277124357
101304,0.9712648312234397,0.8066604995374653
432071,0.9062694315136126,0.7277722277722277
253826,0.9568345323741008,0.6961807849874455
129638,0.9135518652746974,0.7805383022774326
929644,0.9136690647482014,0.7277722277722277
178753,0.8922542028601645,0.5904761904761904
659486,0.9425355238197501,0.619047619047619
129442,0.9281694047746877,0.7039072039072038
864499,0.8771846409575723,0.7542857142857142
820127,0.9062694315136126,0.7822177822177822
327105,0.9423679101831316,0.6996825396825398
976786,0.9497186280014103,0.6899902818270166
