seed,train,test
131493,0.7741132464310444,0.5908927069566262
548219,0.7974815607791194,0.619047619047619
412962,0.812695708095178,0.5921004060538944
976984,0.8007675102837297,0.4789915966386555
202578,0.752674978661139,0.6733266733266733
215023,0.7629342679702392,0.6655844155844154
814265,0.779157740932899,0.7278911564625852
205916,0.7586383707118061,0.7278911564625852
346876,0.7701186497875174,0.7142857142857144
342547,0.7484360702151123,0.5870258773484579
250751,0.8032599243109095,0.6166666666666666
299942,0.8254176319960981,0.5619047619047619
752782,0.7468696549112797,0.6571428571428571
402281,0.7754991984724585,0.5805545805545804
785371,0.7628858122413115,0.6409409277124357
835671,0.8123619244528968,0.5908927069566262
523700,0.7916269259090313,0.7008736311061893
390797,0.7552437611281151,0.7008736311061893
101304,0.7576239893041319,0.5714285714285715
432071,0.7700702735243454,0.6188811188811189
253826,0.7664029695783603,0.673469387755102
129638,0.777301888093255,0.7213203463203464
929644,0.779157740932899,0.6420890937019968
178753,0.7701420952790007,0.5921004060538944
659486,0.7476484694597262,0.6733266733266733
129442,0.8016923548851989,0.5619047619047619
864499,0.7553956834532374,0.5921004060538944
820127,0.791669508216271,0.6336248785228378
327105,0.779157740932899,0.7552602436323368
976786,0.7837043695098028,0.5870258773484579
