seed,train,test
131493,0.8341689942163916,0.5908927069566262
548219,0.8418746915149793,0.6450793650793651
412962,0.8204236714336077,0.6464870185800418
976984,0.8482869094181774,0.7008736311061893
202578,0.8197489067569474,0.6464870185800418
215023,0.8418746915149793,0.6450793650793651
814265,0.834789777718919,0.7805383022774326
205916,0.8324066021907749,0.5908927069566262
346876,0.8200313400007428,0.6450793650793651
342547,0.8016923548851989,0.5619047619047619
250751,0.8324066021907749,0.5908927069566262
299942,0.8324066021907749,0.5908927069566262
752782,0.8184328706370563,0.5921004060538944
402281,0.8324066021907749,0.5908927069566262
785371,0.8324066021907749,0.5908927069566262
835671,0.8346865604270738,0.738611233967271
523700,0.8204236714336077,0.6464870185800418
390797,0.7899831211516549,0.6714285714285714
101304,0.8324066021907749,0.5921004060538944
432071,0.8271037305493951,0.7542857142857142
253826,0.8135382495774163,0.5246285246285247
129638,0.8464062359075131,0.619047619047619
929644,0.834738596410611,0.6450793650793651
178753,0.8155254724849349,0.6045751633986929
659486,0.7916269259090313,0.5304612131624158
129442,0.8324066021907749,0.5908927069566262
864499,0.8553439719850853,0.537713793527747
820127,0.8324066021907749,0.5908927069566262
327105,0.8341689942163916,0.5908927069566262
976786,0.8324066021907749,0.5908927069566262
