seed,train,test
131493,0.8540018559864753,0.5319626609949191
548219,0.8563241561171983,0.5904761904761904
412962,0.8774292565947241,0.7008736311061893
976984,0.8705035971223022,0.7213203463203464
202578,0.8474836113351272,0.619047619047619
215023,0.8394020415851229,0.5908927069566262
814265,0.8340181002051507,0.7463556851311953
205916,0.8610342134401308,0.5363450678841764
346876,0.8706917405054787,0.6450793650793651
342547,0.8561151079136691,0.777056277056277
250751,0.8916335067272696,0.5908927069566262
299942,0.8686016703878278,0.5319626609949191
752782,0.8540018559864753,0.6454403460290761
402281,0.8597993590885505,0.5870258773484579
785371,0.8774292565947241,0.5921004060538944
835671,0.8635076088313498,0.6188811188811189
523700,0.8761266190105728,0.6166666666666666
390797,0.8634797100783308,0.7514206422624554
101304,0.8491558840042304,0.738611233967271
432071,0.8559197754578292,0.6733266733266733
253826,0.8922208237460508,0.7213203463203464
129638,0.8419565717289181,0.6733266733266733
929644,0.8705035971223022,0.5908927069566262
178753,0.8634367238310608,0.7631257631257632
659486,0.8540018559864753,0.6454403460290761
129442,0.8634367238310608,0.5904761904761904
864499,0.8705035971223022,0.6733266733266733
820127,0.8482869094181774,0.5619047619047619
327105,0.8479188118684396,0.5921004060538944
976786,0.8553439719850853,0.6454403460290761
