seed,train,test
131493,0.8842751775880683,0.6464870185800418
548219,0.8698095747865767,0.7277722277722277
412962,0.8765343520331982,0.611842105263158
976984,0.8771846409575723,0.7277722277722277
202578,0.8418746915149793,0.6450793650793651
215023,0.8417266187050361,0.6733266733266733
814265,0.8778752289543655,0.6655844155844154
205916,0.8341689942163916,0.6899902818270166
346876,0.849109153244471,0.7277722277722277
342547,0.8563388095493755,0.7256728778467908
250751,0.862735775187875,0.5646258503401361
299942,0.8921424745641289,0.7213203463203464
752782,0.8634367238310608,0.6450793650793651
402281,0.8993748036913505,0.7256728778467908
785371,0.8562497195590719,0.6733266733266733
835671,0.8464062359075131,0.5870258773484579
523700,0.8906999579505054,0.6454403460290761
390797,0.8700967169289285,0.782312925170068
101304,0.8418746915149793,0.6450793650793651
432071,0.8847358203662632,0.7277722277722277
253826,0.8632238184005645,0.7277722277722277
129638,0.870624747603165,0.6409409277124357
929644,0.8479188118684396,0.5363450678841764
178753,0.8700967169289285,0.6464870185800418
659486,0.8706917405054787,0.6188811188811189
129442,0.8922428490773815,0.6996825396825398
864499,0.8686016703878278,0.6733266733266733
820127,0.8705035971223022,0.7256728778467908
327105,0.8774292565947241,0.619047619047619
976786,0.8563388095493755,0.6655844155844154
