seed,train,test
131493,0.8842751775880683,0.5904761904761904
548219,0.920689518973057,0.7552602436323368
412962,0.9280575539568345,0.5921004060538944
976984,0.8989641131669444,0.4915966386554622
202578,0.906082372496967,0.537713793527747
215023,0.9278315094049603,0.6159420289855072
814265,0.906082372496967,0.6961807849874455
205916,0.8845304150479365,0.6454403460290761
346876,0.9209864154307875,0.7514206422624554
342547,0.8620089816841627,0.6996825396825398
250751,0.9136690647482014,0.619047619047619
299942,0.9205312382666645,0.5363450678841764
752782,0.8556630188099207,0.6655844155844154
402281,0.8771846409575723,0.6999879851015259
785371,0.9712230215827338,0.6166666666666666
835671,0.9424998878236287,0.7277722277722277
523700,0.9137498317354433,0.6708074534161492
390797,0.8553439719850853,0.6159420289855072
101304,0.9495296938919452,0.7805383022774326
432071,0.9425355238197501,0.6996825396825398
253826,0.9353525217160987,0.6961807849874455
129638,0.8989641131669444,0.6166666666666666
929644,0.8973950493007391,0.6420890937019968
178753,0.9281694047746877,0.7514206422624554
659486,0.9567759326373488,0.7256728778467908
129442,0.9351096064325011,0.5646258503401361
864499,0.8771846409575723,0.6464870185800418
820127,0.9208137896003268,0.6166666666666666
327105,0.9422652075239681,0.7277722277722277
976786,0.9133978112859524,0.6961807849874455
