seed,train,test
131493,0.8910597223822337,0.619047619047619
548219,0.9496664881299268,0.6996825396825398
412962,0.9352112824002674,0.619047619047619
976984,0.9424998878236287,0.6464870185800418
202578,0.9495296938919452,0.673469387755102
215023,0.9281469604763577,0.6708074534161492
814265,0.9424998878236287,0.6409409277124357
205916,0.9065234779555784,0.6655844155844154
346876,0.9349801040363618,0.6454403460290761
342547,0.8751396308536435,0.7277722277722277
250751,0.906620309145476,0.537713793527747
299942,0.9784441647492101,0.5921004060538944
752782,0.9567759326373488,0.6961807849874455
402281,0.9065913805799106,0.6714285714285714
785371,0.9136690647482014,0.6961807849874455
835671,0.9058545025852245,0.6714285714285714
523700,0.9133978112859524,0.619047619047619
390797,0.9497030510814903,0.7822177822177822
101304,0.9424460431654677,0.6961807849874455
432071,0.9640847342867216,0.8354037267080745
253826,0.9209619374137705,0.7213203463203464
129638,0.8450413968873453,0.5904761904761904
929644,0.906082372496967,0.673469387755102
178753,0.8987407803895598,0.5619047619047619
659486,0.8984731202379868,0.6454403460290761
129442,0.9423679101831316,0.6733266733266733
864499,0.906082372496967,0.7277722277722277
820127,0.9353525217160987,0.7542857142857142
327105,0.8848920863309353,0.782312925170068
976786,0.906620309145476,0.6961807849874455
