seed,train,test
131493,0.869465440305983,0.6166666666666666
548219,0.8275889873406381,0.6805248415155536
412962,0.8703277979120462,0.7552602436323368
976984,0.8992805755395683,0.8096468561584841
202578,0.8845304150479365,0.6996825396825398
215023,0.8991438428204805,0.5857010704374257
814265,0.8774292565947241,0.5644355644355644
205916,0.870423164573931,0.7631257631257632
346876,0.8771846409575723,0.5908927069566262
342547,0.8545146933300816,0.5363450678841764
250751,0.8553439719850853,0.777056277056277
299942,0.9066104692003972,0.7213203463203464
752782,0.9132063831910511,0.5904761904761904
402281,0.8910597223822337,0.6450793650793651
785371,0.8842751775880683,0.611842105263158
835671,0.9133978112859524,0.6166666666666666
523700,0.8922542028601645,0.7213203463203464
390797,0.8845304150479365,0.6159420289855072
101304,0.8469799411307075,0.6454403460290761
432071,0.9133978112859524,0.673469387755102
253826,0.8849997756472575,0.6708074534161492
129638,0.8778880965748531,0.6188811188811189
929644,0.8698095747865767,0.6733266733266733
178753,0.8993748036913505,0.6961807849874455
659486,0.906082372496967,0.8088888888888889
129442,0.834789777718919,0.7542857142857142
864499,0.8778502669121908,0.6961807849874455
820127,0.8275889873406381,0.6450793650793651
327105,0.8839692802719847,0.6454403460290761
976786,0.8563388095493755,0.7256728778467908
