seed,train,test
131493,0.8700967169289285,0.777056277056277
548219,0.876886657226832,0.5908927069566262
412962,0.9127088159980491,0.7552602436323368
976984,0.9495296938919452,0.6166666666666666
202578,0.876886657226832,0.619047619047619
215023,0.9278315094049603,0.5921004060538944
814265,0.9133978112859524,0.673469387755102
205916,0.8324066021907749,0.5908927069566262
346876,0.9640847342867216,0.6159420289855072
342547,0.8994371666845627,0.6961807849874455
250751,0.8778880965748531,0.6450793650793651
299942,0.9133978112859524,0.7822177822177822
752782,0.9137498317354433,0.7514206422624554
402281,0.86155328007064,0.619047619047619
785371,0.9353525217160987,0.6996825396825398
835671,0.9208137896003268,0.7277722277722277
523700,0.9208137896003268,0.7542857142857142
390797,0.9353324942476303,0.7213203463203464
101304,0.9349801040363618,0.6714285714285714
432071,0.9135518652746974,0.7542857142857142
253826,0.9353324942476303,0.6336248785228378
129638,0.9064162968003864,0.7545356241739758
929644,0.8827371992008447,0.6999879851015259
178753,0.9424998878236287,0.8066604995374653
659486,0.8635076088313498,0.6708074534161492
129442,0.8774292565947241,0.619047619047619
864499,0.8559197754578292,0.7256728778467908
820127,0.8549616003399811,0.6971523100555359
327105,0.9425296624468794,0.8366633366633367
976786,0.9274808001699905,0.6999879851015259
