ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	random_seed	runtime_error	time_adjust	time_taken	total_inds	total_time	
0.39525656882366045	48.572	6.4	43.716	32.51	0.7266187050359713	0	0	346	10	308	231	3	3	3	2	205916	0	0	1.199899673461914	500	1.199899673461914	
0.5553263998087422	42.284	6.430555555555555	34.03125	25.28125	0.7266187050359713	1	213	210	15.0	200.0	154.0	5	3.0	3.0	2.0	205916	0	0	0.2611653804779053	1000	1.4610650539398193	
0.5646254758031245	21.352	4.968652037617555	10.60501567398119	7.517241379310345	0.753434720577968	2	395	188	15.0	133.0	98.0	4	3.0	3.0	2.0	205916	0	0	0.21614336967468262	1500	1.677208423614502	
0.5819181234900368	12.114	4.932885906040268	9.640939597315436	6.781879194630872	0.753434720577968	3	598	154	8.0	35.0	26.0	4	3.0	3.0	2.0	205916	0	0	0.21767878532409668	2000	1.8948872089385986	
0.5789200188911519	10.14	4.883161512027492	9.487972508591065	6.649484536082475	0.753434720577968	4	808	16	8.0	16.0	12.0	4	3.0	3.0	2.0	205916	0	0	0.20587992668151855	2500	2.100767135620117	
0.5950161946712296	10.294	4.888513513513513	9.489864864864865	6.655405405405405	0.753434720577968	5	1013	19	8.0	19.0	14.0	4	3.0	3.0	2.0	205916	0	0	0.20406532287597656	3000	2.3048324584960938	
0.5924533159977632	10.696	4.839464882943144	9.284280936454849	6.51505016722408	0.753434720577968	6	1215	20	8.0	20.0	15.0	4	3.0	3.0	2.0	205916	0	0	0.2095167636871338	3500	2.5143492221832275	
0.5691467171048357	11.042	4.8305647840531565	9.219269102990033	6.46843853820598	0.753434720577968	7	1415	23	8.0	16.0	12.0	4	3.0	3.0	2.0	205916	0	0	0.3300900459289551	4000	2.8444392681121826	
0.5937824960889787	11.564	4.852664576802508	9.385579937304076	6.579937304075235	0.753434720577968	8	1597	23	9.0	23.0	17.0	4	3.0	3.0	2.0	205916	0	0	0.22403621673583984	4500	3.0684754848480225	
0.5823011739735866	12.31	4.91717791411043	9.552147239263803	6.717791411042945	0.753434720577968	9	1772	26	9.0	23.0	17.0	4	3.0	3.0	2.0	205916	0	0	0.21576404571533203	5000	3.2842395305633545	
0.5877730723897645	12.982	4.935897435897436	9.592948717948717	6.746794871794871	0.8184328706370563	10	1961	27	8.0	24.0	18.0	4	3.0	3.0	2.0	205916	0	0	0.2164173126220703	5500	3.500656843185425	
0.5806106485992195	14.8	5.034682080924855	9.841040462427745	6.9508670520231215	0.8184328706370563	11	2116	25	9.0	23.0	16.0	4	3.0	3.0	2.0	205916	0	0	0.21752166748046875	6000	3.7181785106658936	
0.6299412019651512	16.102	5.067692307692307	10.095384615384615	7.123076923076923	0.8184328706370563	12	2292	27	9.0	24.0	18.0	10	3.0	3.0	2.0	205916	0	0	0.2168102264404297	6500	3.9349887371063232	
0.6248343537238891	16.194	5.099041533546326	10.111821086261982	7.140575079872204	0.8184328706370563	13	2480	25	10.0	25.0	19.0	5	3.0	3.0	2.0	205916	0	0	0.22148442268371582	7000	4.156473159790039	
0.6035402116249134	16.432	4.993920972644377	9.835866261398177	6.930091185410334	0.8184328706370563	14	2652	26	10.0	31.0	23.0	6	3.0	3.0	2.0	205916	0	0	0.22191309928894043	7500	4.3783862590789795	
0.6252301630078204	16.842	5.171875	10.428125	7.384375	0.8418746915149793	15	2833	27	10.0	29.0	22.0	9	3.0	3.0	2.0	205916	0	0	0.2099311351776123	8000	4.588317394256592	
0.6186206276439075	17.514	5.821637426900585	11.780701754385966	8.52046783625731	0.8418746915149793	16	2992	31	10.0	29.0	22.0	8	3.0	3.0	2.0	205916	0	0	0.21579813957214355	8500	4.804115533828735	
0.6178419058276995	17.11	5.914373088685015	11.464831804281346	8.351681957186544	0.8418746915149793	17	3166	24	10.0	26.0	20.0	10	3.0	3.0	2.0	205916	0	0	0.21445870399475098	9000	5.018574237823486	
0.6108085480266776	17.628	5.949704142011834	11.6301775147929	8.455621301775148	0.8418746915149793	18	3329	28	9.0	30.0	22.0	10	3.0	3.0	2.0	205916	0	0	0.21499085426330566	9500	5.233565092086792	
0.6070980890315993	18.406	6.020588235294118	11.894117647058824	8.679411764705883	0.8418746915149793	19	3490	31	10.0	28.0	21.0	10	3.0	3.0	2.0	205916	0	0	0.22974944114685059	10000	5.463314533233643	
0.5934798862351923	18.768	5.9696048632218845	11.589665653495441	8.46808510638298	0.8418746915149793	20	3662	34	11.0	29.0	22.0	10	3.0	3.0	2.0	205916	0	0	0.21183013916015625	10500	5.675144672393799	
0.6185156041421318	19.05	5.944444444444445	11.517543859649123	8.403508771929825	0.8418746915149793	21	3821	36	9.0	29.0	22.0	10	3.0	3.0	2.0	205916	0	0	0.21337628364562988	11000	5.888520956039429	
0.6177676336253369	18.688	5.921212121212121	11.56060606060606	8.409090909090908	0.8418746915149793	22	3992	32	10.0	34.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.22817039489746094	11500	6.11669135093689	
0.609693119543025	18.81	5.878594249201278	11.456869009584665	8.335463258785943	0.8418746915149793	23	4180	33	10.0	34.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.22526860237121582	12000	6.3419599533081055	
0.5900731956326734	19.136	5.8125	11.1875	8.142857142857142	0.8418746915149793	24	4345	36	11.0	34.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.2529871463775635	12500	6.594947099685669	
0.6087104032279154	18.734	5.849162011173185	11.282122905027933	8.189944134078212	0.8418746915149793	25	4488	32	9.0	28.0	21.0	11	3.0	3.0	2.0	205916	0	0	0.23825550079345703	13000	6.833202600479126	
0.5982808529930425	18.666	6.074498567335244	12.097421203438396	8.82808022922636	0.8418746915149793	26	4640	33	12.0	34.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.22818326950073242	13500	7.061385869979858	
0.598867848156507	18.514	6.002923976608187	11.61111111111111	8.470760233918128	0.8418746915149793	27	4799	32	11.0	32.0	24.0	10	3.0	3.0	2.0	205916	0	0	0.24314451217651367	14000	7.304530382156372	
0.6084959779129536	18.892	5.969040247678018	11.736842105263158	8.554179566563468	0.8418746915149793	28	4977	35	10.0	32.0	24.0	10	3.0	3.0	2.0	205916	0	0	0.2341938018798828	14500	7.538724184036255	
0.627505956871304	19.266	5.946927374301676	11.494413407821229	8.391061452513966	0.8418746915149793	29	5120	36	11.0	29.0	22.0	10	3.0	3.0	2.0	205916	0	0	0.21848297119140625	15000	7.757207155227661	
0.5935534765675131	19.47	6.033802816901408	12.064788732394366	8.811267605633804	0.8418746915149793	30	5266	36	11.0	35.0	27.0	9	3.0	3.0	2.0	205916	0	0	0.21815204620361328	15500	7.975359201431274	
0.5951962729691795	19.328	5.9523809523809526	11.677871148459383	8.518207282913165	0.8418746915149793	31	5410	33	9.0	31.0	23.0	10	3.0	3.0	2.0	205916	0	0	0.2155623435974121	16000	8.190921545028687	
0.603724948197458	19.768	6.042492917847025	12.070821529745043	8.798866855524079	0.8418746915149793	32	5558	33	10.0	34.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.22748589515686035	16500	8.418407440185547	
0.6031265701647329	20.072	5.908045977011494	11.612068965517242	8.456896551724139	0.8418746915149793	33	5711	36	11.0	33.0	25.0	10	3.0	3.0	2.0	205916	0	0	0.24603271484375	17000	8.664440155029297	
0.6271089557536206	20.836	6.105555555555555	12.402777777777779	9.063888888888888	0.8418746915149793	34	5852	36	11.0	35.0	26.0	10	3.0	3.0	2.0	205916	0	0	0.21434497833251953	17500	8.878785133361816	
0.6159596761251883	20.288	6.064971751412429	12.0	8.782485875706215	0.8418746915149793	35	5999	36	11.0	37.0	28.0	10	3.0	3.0	2.0	205916	0	0	0.23841571807861328	18000	9.11720085144043	
0.6180954631112486	20.098	6.085164835164835	12.175824175824175	8.89010989010989	0.8418746915149793	36	6136	36	10.0	39.0	28.0	10	3.0	3.0	2.0	205916	0	0	0.22316241264343262	18500	9.340363264083862	
0.6060933950587971	20.258	5.954802259887006	11.468926553672317	8.36723163841808	0.8418746915149793	37	6283	36	11.0	36.0	28.0	11	3.0	3.0	2.0	205916	0	0	0.21807456016540527	19000	9.558437824249268	
